movie_id,title,release_date,genres,overview
394,"Brady Bunch Movie, The (1995)",1/1/1994,Comedy|Mystery|Romance,"In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN."
395,Ghost (1990),1/1/1993,Comedy,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff."
396,Batman (1989),1/1/1994,Comedy|Crime|Horror,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase."
397,Pinocchio (1940),1/1/1993,Action,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence."
398,Mission: Impossible (1996),1/1/1993,Action|Adventure|Children's|Sci-Fi,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa."
399,Thinner (1996),1/1/1993,Action|Adventure|Comedy,
400,Spy Hard (1996),1/1/1994,Children's|Comedy,
401,"Close Shave, A (1995)",1/1/1995,Comedy,
402,Jack (1996),1/1/1990,Comedy|Romance|Thriller,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons."
403,Kingpin (1996),1/1/1989,Action|Adventure|Crime|Drama,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld."
404,"Nutty Professor, The (1996)",1/1/1940,Animation|Children's,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!"
405,"Very Brady Sequel, A (1996)",22/5/1996,Action|Adventure|Mystery,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
406,Tales from the Crypt Presents: Bordello of Blood (1996),25/10/1996,Horror|Thriller,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner."
407,My Favorite Year (1982),24/5/1996,Comedy,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held."
408,"Apple Dumpling Gang, The (1975)",28/4/1996,Animation|Comedy|Thriller,
409,Old Yeller (1957),7/8/1996,Comedy|Drama,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over."
410,"Parent Trap, The (1961)",12/7/1996,Comedy,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern."
411,Cinderella (1950),28/6/1996,Comedy|Fantasy|Romance|Sci-Fi,
412,Mary Poppins (1964),23/8/1996,Comedy,
413,Alice in Wonderland (1951),19/7/1996,Horror,
414,William Shakespeare's Romeo and Juliet (1996),1/1/1982,Comedy,"Benjy Stone is the junior writer on the top rated variety/comedy show, in the mid 50s (the early years). Alan Swann, an Erol Flynn type actor with a drinking problem is to be that weeks guest star."
415,Aladdin and the King of Thieves (1996),1/1/1975,Children's|Comedy|Western,
416,E.T. the Extra-Terrestrial (1982),1/1/1957,Children's|Drama,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog."
417,Children of the Corn: The Gathering (1996),1/1/1961,Children's|Drama,
418,Bob Roberts (1992),1/1/1950,Animation|Children's|Musical,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!"
419,"Transformers: The Movie, The (1986)",1/1/1964,Children's|Comedy|Musical,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again."
420,To Kill a Mockingbird (1962),1/1/1951,Animation|Children's|Musical,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!"
421,Harold and Maude (1971),25/10/1996,Drama|Romance,
422,"Day the Earth Stood Still, The (1951)",1/1/1996,Animation|Children's|Comedy,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew."
423,Duck Soup (1933),1/1/1982,Children's|Drama|Fantasy|Sci-Fi,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien."
424,Highlander (1986),1/1/1996,Horror,
425,Fantasia (1940),1/1/1992,Comedy,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media."
426,Heathers (1989),1/1/1986,Action|Animation|Children's|Sci-Fi|Thriller|War,
427,Forbidden Planet (1956),1/1/1962,Drama,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot."
428,Butch Cassidy and the Sundance Kid (1969),1/1/1971,Comedy,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.
429,"American Werewolf in London, An (1981)",1/1/1951,Drama|Sci-Fi,
430,Amityville 1992: It's About Time (1992),1/1/1933,Comedy|War,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
431,Amityville 3-D (1983),1/1/1986,Action|Adventure,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.
432,Amityville: A New Generation (1993),1/1/1940,Animation|Children's|Musical,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again."
433,Amityville II: The Possession (1982),1/1/1989,Comedy,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids."
434,"Amityville Horror, The (1979)",1/1/1956,Sci-Fi,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.
435,"Amityville Curse, The (1990)",1/1/1969,Action|Comedy|Western,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all."
436,"Birds, The (1963)",1/1/1981,Horror,
437,"Blob, The (1958)",1/1/1992,Horror,
438,"Body Snatcher, The (1945)",1/1/1983,Horror,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel. But as soon as the ink on the deed has dried, people who have come into contact with John and the house begin to meet with shocking fates. Is it all just coincidence, or is the house really the gateway to hell?"
439,Burnt Offerings (1976),1/1/1993,Horror,"When young photographer Keyes (Ross Partridge) snaps a picture of a mysterious homeless man the subject insists he take a dark yet strangely beautiful antique mirror. Back at Keyes' home, the demonic forces of the infamous Long Island horror-house find new life through the mirror's frightening reflections. As unsuspecting victims gaze into the shimmering glass, they witness the"
440,Carrie (1976),1/1/1982,Horror,"The Lutz family have managed to flee their home with their lives intact, but before them, another family lived in this house and were caught up in the original evil who weren't so lucky..."
441,"Omen, The (1976)",1/1/1979,Horror,
442,Star Trek: The Motion Picture (1979),1/1/1990,Horror,
443,Star Trek V: The Final Frontier (1989),1/1/1963,Horror,
444,Grease (1978),1/1/1958,Horror|Sci-Fi,
445,Jaws 2 (1978),1/1/1945,Horror,
446,Jaws 3-D (1983),1/1/1976,Horror,A couple and their 12-year-old son move into a giant house for the summer. Things start acting strange almost immediately. It seems that every time some gets hurt on the grounds the beat-up house seems to repair itself.
447,Bastard Out of Carolina (1996),1/1/1976,Horror,"Carrie may be ostracized, but the shy teen has the ability to move objects with her mind. So when the high school ""in crowd"" torments her with a sick joke at the prom, she lashes out with devastating -- and deadly -- power."
448,Jackie Chan's First Strike (1996),1/1/1976,Horror,
449,Beverly Hills Ninja (1997),1/1/1979,Action|Adventure|Sci-Fi,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it."
450,Free Willy 3: The Rescue (1997),1/1/1989,Action|Adventure|Sci-Fi,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.
451,Nixon (1995),1/1/1978,Comedy|Musical|Romance,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
452,"Cry, the Beloved Country (1995)",1/1/1978,Action|Horror,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
453,"Crossing Guard, The (1995)",1/1/1983,Action|Horror,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park."
454,Smoke (1995),15/12/1996,Drama,"Difficult tale of poor, struggling South Carolinian mother &amp; daughter, who each face painful choices with their resolve and pride. Bone, the eldest daughter, and Anney her tired mother, grow both closer and farther apart: Anney sees Glen as her last chance.  The film won an Emmy Award for ""Outstanding Casting for a Miniseries or a Special"" and was nominated for ""Outstanding Directing for a Miniseries or a Special"", ""Outstanding Supporting Actress in a Miniseries or a Special"", and ""Outstanding Made for Television Movie"". It was screened in the Un Certain Regard section at the 1996 Cannes Film Festival."
455,Like Water For Chocolate (Como agua para chocolate) (1992),10/1/1997,Action,
456,"Secret of Roan Inish, The (1994)",17/1/1997,Action|Comedy,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself."
457,Vanya on 42nd Street (1994),8/8/1997,Adventure|Children's|Drama,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse"
458,"Jungle Book, The (1994)",1/1/1995,Drama,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency."
459,Red Rock West (1992),1/1/1995,Drama,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.
460,"Bronx Tale, A (1993)",1/1/1995,Drama,
461,Rudy (1993),1/1/1995,Drama,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth."
462,Short Cuts (1993),1/1/1992,Drama|Romance,
463,Tombstone (1993),1/1/1994,Adventure,
464,Courage Under Fire (1996),1/1/1994,Drama,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten."
465,Dragonheart (1996),1/1/1994,Adventure|Children's|Romance,
466,James and the Giant Peach (1996),1/1/1992,Thriller,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle."
467,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1/1/1993,Drama,
468,Trainspotting (1996),1/1/1993,Drama,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team."
469,"First Wives Club, The (1996)",1/1/1993,Drama,"Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver."
470,Matilda (1996),1/1/1993,Western,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town."
471,"Philadelphia Story, The (1940)",8/3/1996,Drama|War,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses...."
472,Vertigo (1958),31/5/1996,Action|Adventure|Fantasy,
473,North by Northwest (1959),12/4/1996,Animation|Children's|Musical,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands."
474,"Apartment, The (1960)",1/1/1963,Sci-Fi|War,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film."
475,Some Like It Hot (1959),19/7/1996,Drama,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
476,Casablanca (1942),14/9/1996,Comedy,
477,"Maltese Falcon, The (1941)",2/8/1996,Children's|Comedy,"A grouchy couple are parents to a very sweet girl, Matilda. Unlike her bratty brother and mean parents, Matilda becomes a very sweet and extremely intelligent 6 year old girl, who is very keen to go to school and read books. After a while, her parents send her to school with the worst principal in the world, a very sweet teacher, and good friends. While trying to put up with her parents' and principal's cruelty, she starts to unwittingly unleash telekinetic powers, destroying a television and making a newt fly onto the principal. With enough practice, Matilda starts to learn to control her telekinetic powers and soon using them on her principal so she can drive her away from the school."
478,My Fair Lady (1964),1/1/1940,Comedy|Romance,
479,Sabrina (1954),1/1/1958,Mystery|Thriller,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her."
480,Roman Holiday (1953),1/1/1959,Comedy|Thriller,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase."
481,Sunset Blvd. (1950),1/1/1960,Comedy|Drama,
482,Notorious (1946),1/1/1959,Comedy|Crime,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor."
483,To Catch a Thief (1955),1/1/1942,Drama|Romance|War,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications."
484,"Adventures of Robin Hood, The (1938)",1/1/1941,Film-Noir|Mystery,
485,East of Eden (1955),1/1/1964,Musical|Romance,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
487,"Thin Man, The (1934)",1/1/1953,Comedy|Romance,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way."
488,His Girl Friday (1940),1/1/1950,Film-Noir,
489,Around the World in 80 Days (1956),1/1/1946,Film-Noir|Romance|Thriller,"Released shortly after the war, this classic Hitchcock film illustrates the battle between German Nazis and American spies in Rio de Janeiro where a German businessman keeps a wine cellar with uranium ore."
490,It's a Wonderful Life (1946),1/1/1955,Comedy|Romance|Thriller,A delightful Hitchcock film about an ex-burglar who must catch a thief who’s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.
491,Bringing Up Baby (1938),1/1/1938,Action|Adventure,
492,"African Queen, The (1951)",1/1/1955,Drama,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother."
493,Cat on a Hot Tin Roof (1958),1/1/1934,Mystery,
494,Fly Away Home (1996),1/1/1940,Comedy,"Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee."
495,Dumbo (1941),1/1/1956,Adventure|Comedy,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days."
496,Bananas (1971),1/1/1946,Drama,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin."
497,"Candidate, The (1972)",1/1/1938,Comedy,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby."
498,Bonnie and Clyde (1967),1/1/1951,Action|Adventure|Romance|War,
499,Dial M for Murder (1954),1/1/1958,Drama,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son."
501,Rebel Without a Cause (1955),1/1/1941,Animation|Children's|Musical,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.
502,"Streetcar Named Desire, A (1951)",1/1/1971,Comedy|War,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion."
503,"People vs. Larry Flynt, The (1996)",1/1/1972,Drama,
504,My Left Foot (1989),1/1/1967,Crime|Drama,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.
505,"Magnificent Seven, The (1954)",1/1/1954,Mystery|Thriller,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead."
506,Lawrence of Arabia (1962),1/1/1955,Drama,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin."
507,Wings of Desire (1987),1/1/1951,Drama,
508,"Third Man, The (1949)",27/12/1996,Drama,
509,Annie Hall (1977),1/1/1989,Drama,
510,"Boot, Das (1981)",1/1/1954,Action|Drama|Western,
511,Local Hero (1983),1/1/1962,Adventure|War,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements."
512,Manhattan (1979),1/1/1987,Comedy|Drama|Romance,Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.
513,Miller's Crossing (1990),1/1/1949,Mystery|Thriller,
514,"Treasure of the Sierra Madre, The (1948)",1/1/1977,Comedy|Romance,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall."
515,"Great Escape, The (1963)",4/4/1997,Action|Drama|War,
516,"Deer Hunter, The (1978)",1/1/1983,Comedy,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.
517,Down by Law (1986),1/1/1979,Comedy|Drama|Romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
518,Cool Hand Luke (1967),1/1/1990,Drama,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman."
519,"Great Dictator, The (1940)",1/1/1948,Adventure,
520,"Big Sleep, The (1946)",1/1/1963,Adventure|War,
521,Ben-Hur (1959),1/1/1978,Drama|War,
522,Gandhi (1982),1/1/1986,Comedy|Drama,The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.
523,"Killing Fields, The (1984)",1/1/1967,Comedy|Drama,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
524,My Life as a Dog (Mitt liv som hund) (1985),1/1/1940,Comedy,
525,"Man Who Would Be King, The (1975)",1/1/1946,Film-Noir|Mystery,
526,Shine (1996),1/1/1959,Action|Adventure|Drama,"Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken."
527,Kama Sutra: A Tale of Love (1996),1/1/1982,Drama,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed."
528,"Daytrippers, The (1996)",1/1/1984,Drama|War,
529,Traveller (1997),1/1/1985,Drama,
530,Addicted to Love (1997),1/1/1975,Adventure,
531,Ponette (1996),22/11/1996,Drama|Romance,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
532,My Own Private Idaho (1991),7/3/1997,Romance,
533,Anastasia (1997),21/3/1997,Mystery,
534,Mouse Hunt (1997),18/4/1997,Drama,"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life. Written by Jeff Hole"
535,Money Train (1995),23/5/1997,Comedy|Romance,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover."
536,Mortal Kombat (1995),23/5/1997,Drama,"A four-year-old girl must come to terms with the loss of her mother and the reality of death in this award-winning French drama. Little Ponette (Victoire Thivisol) is riding in a car with her mother when they're involved in a serious accident; Ponette survives, but her mother does not. Her father (Xavier Beauvois) initially reacts with anger over his late wife's careless driving, while her Aunt Claire (Claire Nebout) tries to comfort the child by telling her about Jesus and the resurrection. However, none of this does much to reassure Ponette or clarify her confusion about the practical realities and spiritual dilemma posed by death. In time, Ponette and her cousins Matiaz (Matiaz Caton) and Delphine (Delphine Schiltz) are sent off to boarding school, where they have to resolve their confusion and loss on their own. ~Mark Deming, Rovi"
